icao,name,city,country,lat,lon,elev_m,type,iata
EPKK,Kraków John Paul II International Airport,Balice,PL,50.0777,19.7848,241,L,KRK
EPLB,Lublin Airport,Lublin,PL,51.24016,22.71346,193,L,LUZ
EPPO,Poznań-Ławica Airport,Poznań,PL,52.4216,16.82336,94,L,POZ
EPRZ,Rzeszów-Jasionka Airport,Jasionka,PL,50.10979,22.02416,211,L,RZE
EPSC,Solidarity Szczecin–Goleniów Airport,Szczecin(Glewice),PL,53.5847,14.9022,47,L,SZZ
EPWA,Warsaw Chopin Airport,Warsaw,PL,52.1657,20.9671,110,L,WAW
EPMO,Warsaw Modlin Airport,Nowy Dwór Mazowiecki,PL,52.4511,20.6518,104,L,WMI
EPLL,Łódź Władysław Reymont Airport,Łódź,PL,51.7219,19.3981,184,L,LCJ
LPMA,Cristiano Ronaldo International Airport,Funchal,PT,32.69781,-16.77461,59,L,FNC
LPFR,Faro - Gago Coutinho International Airport,Faro,PT,37.01591,-7.97094,7,L,FAO
LPPR,Francisco de Sá Carneiro Airport,Porto,PT,41.2481,-8.68139,69,L,OPO
LPPD,João Paulo II Airport,Ponta Delgada,PT,37.7412,-25.6979,79,L,PDL
LPPT,Lisbon Humberto Delgado Airport,Lisbon,PT,38.7813,-9.13592,114,L,LIS
LRCL,Avram Iancu Cluj International Airport,Cluj-Napoca,RO,46.78604,23.68573,317,L,CLJ
LRBC,Bacău George Enescu International  Airport,Bacău,RO,46.5219,26.9103,185,L,BCM
LRBV,Brașov-Ghimbav International Airport,Brașov (Ghimbav),RO,45.70558,25.52287,530,L,GHV
LRBS,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO,44.50313,26.10294,91,L,BBU
LROP,Bucharest Henri Coandă International Airport,Otopeni,RO,44.57179,26.10328,96,L,OTP
LRCV,Craiova International Airport,Craiova,RO,44.3181,23.8886,191,L,CRA
LRIA,Iaşi International Airport,Iaşi,RO,47.17963,27.62143,125,L,IAS
LRCK,Mihail Kogălniceanu International Airport,Constanța,RO,44.3622,28.4883,108,L,CND
LROD,Oradea International Airport,Oradea,RO,47.0253,21.9025,142,L,OMR
LRSB,Sibiu International Airport,Sibiu,RO,45.78584,24.08667,456,L,SBZ
LRSV,Suceava Ștefan cel Mare International Airport,Suceava,RO,47.6875,26.3541,419,L,SCV
LRTR,Timișoara Traian Vuia International Airport,Timişoara,RO,45.8099,21.3379,106,L,TSR
ESGG,Göteborg Landvetter Airport,Göteborg,SE,57.6628,12.2798,154,L,GOT
ESNQ,Kiruna Airport,Kiruna,SE,67.822,20.3368,460,L,KRN
ESSL,Linköping City Airport,Linköping,SE,58.40491,15.6845,52,L,LPI
ESPA,Luleå Airport,Luleå,SE,65.5438,22.122,20,L,LLA
ESMS,Malmö Sturup Airport,Malmö,SE,55.53556,13.37633,72,L,MMX
ESKS,Scandinavian Mountains Airport,Malung-Sälen,SE,61.16508,12.83352,490,L,SCR
ESKN,Stockholm Skavsta Airport,Nyköping,SE,58.78966,16.91148,43,L,NYO
ESOW,Stockholm Västerås Airport,Stockholm / Västerås,SE,59.5894,16.6336,6,L,VST
ESSA,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.92883,42,L,ARN
ESNU,Umeå Airport,Umeå,SE,63.7918,20.2828,7,L,UME
ESSV,Visby Airport,Visby,SE,57.6628,18.3462,50,L,VBY
LJLJ,Ljubljana Jože Pučnik Airport,Zgornji Brnik,SI,46.2237,14.4576,388,L,LJU
LZIB,M. R. Štefánik Airport,Bratislava,SK,48.1702,17.2127,133,L,BTS
EBAW,Antwerp International Airport (Deurne),Antwerp,BE,51.19067,4.46315,12,M,ANR
EBLG,Liège Airport,Grâce-Hollogne,BE,50.63857,5.4439,201,M,LGG
LCGK,Lefkoniko Airport / Geçitkale Air Base,Lefkoniko (Geçitkale),CY,35.23591,33.72009,45,M,GEC
LKTB,Brno-Tuřany Airport,Brno,CZ,49.15128,16.69397,237,M,BRQ
EDAH,Heringsdorf Airport,Zirchow,DE,53.8787,14.1523,29,M,HDF
EDHL,Lübeck Blankensee Airport,Lübeck,DE,53.8054,10.7192,16,M,LBC
EDFM,Mannheim-City Airport,Mannheim,DE,49.47306,8.51417,94,M,MHG
ETNL,Rostock-Laage Airport,Laage,DE,53.9182,12.2783,42,M,RLG
EDDR,Saarbrücken Airport,Saarbrücken,DE,49.21455,7.10973,322,M,SCN
ETMN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,Wurster Nordseeküste,DE,53.76769,8.6592,23,M,FCN
EDXW,Westerland Sylt Airport,Sylt,DE,54.9132,8.34047,16,M,GWT
EKRN,Bornholm Airport,Rønne,DK,55.0633,14.7596,16,M,RNN
EKRK,Copenhagen Roskilde Airport,Roskilde,DK,55.5856,12.1314,45,M,RKE
EKEB,Esbjerg Airport,Esbjerg,DK,55.5259,8.5534,30,M,EBJ
EKKA,Midtjyllands Airport / Air Base Karup,Karup,DK,56.29714,9.10431,52,M,KRP
EKSB,Sønderborg Airport,Sønderborg,DK,54.9644,9.79173,7,M,SGD
EEKE,Kuressaare Airport,Kuressaare,EE,58.2299,22.5095,4,M,URE
EEKA,Kärdla Airport,Kärdla,EE,58.9908,22.8307,5,M,KDL
EEPU,Pärnu Airport,Pärnu,EE,58.419,24.4728,14,M,EPU
EETU,Tartu Airport,Tartu,EE,58.30744,26.68647,67,M,TAY
LECO,A Coruña Airport,Culleredo,ES,43.3021,-8.37726,99,M,LCG
LEAM,Almería Airport,Almería,ES,36.8439,-2.3701,21,M,LEI
LEBZ,Badajoz Airport,Badajoz,ES,38.8913,-6.82133,186,M,BJZ
LECH,Castellón-Costa Azahar Airport,Castellón de la Plana,ES,40.21389,0.07333,360,M,CDT
GCHI,El Hierro Airport,El Hierro Island,ES,27.8148,-17.8871,31,M,VDE
LEGR,F.G.L. Airport Granada-Jaén Airport,Granada,ES,37.1887,-3.77736,567,M,GRX
LEJR,Jerez Airport,Jerez de la Frontera,ES,36.7446,-6.06011,28,M,XRY
GCLA,La Palma Airport,"Sta Cruz de la Palma, La Palma Island",ES,28.6265,-17.7556,33,M,SPC
LELN,León Airport,La Virgen del Camino,ES,42.59071,-5.65341,916,M,LEN
LEDA,Lleida-Alguaire Airport,Lleida,ES,41.72819,0.53502,351,M,ILD
GEML,Melilla Airport,Melilla,ES,35.2798,-2.95626,48,M,MLN
LEPP,Pamplona Airport,Pamplona,ES,42.77,-1.64633,458,M,PNA
LESU,Pirineus - la Seu d'Urgel Airport,La Seu d'Urgell Pyrenees and Andorra,ES,42.3386,1.40917,800,M,LEU
LESA,Salamanca Airport,Salamanca,ES,40.9521,-5.50199,791,M,SLM
LESO,San Sebastián Airport,Hondarribia,ES,43.3565,-1.79061,5,M,EAS
